movie,people,order,leading
10300,6735,5,0
10300,6064,6,0
10300,1025,7,0
10301,226,1,1
10301,14151,2,1
10301,14152,3,1
10301,14153,4,1
10301,14154,5,1
10301,142397,6,1
10301,1335,7,0
10301,29810,8,0
10301,60362,9,0
10301,18008,10,0
10301,381096,11,0
10301,51716,12,0
10301,29803,13,0
10302,1076,1,1
10302,553,2,1
10302,14155,3,0
10302,4701,4,0
10302,17184,5,0
10302,39100,6,0
10302,9496,7,0
10302,2380,8,0
10302,184708,9,0
10302,20716,10,0
10302,8644,11,0
10302,248179,12,0
10302,19965,13,0
10302,12294,14,0
10302,28122,15,0
10302,226535,16,0
10302,130825,17,0
10302,5875,18,0
10302,5883,19,0
10302,19001,20,0
10302,239941,21,0
10302,226209,22,0
10302,66686,23,0
10302,4185,24,0
10302,26006,25,0
10302,12703,26,0
10302,239942,27,0
10302,238778,28,0
10302,204096,29,0
10302,14704,30,0
10302,13818,31,0
10302,21744,32,0
10302,239939,33,0
10302,21831,34,0
10302,104122,35,0
10302,225568,36,0
10302,2381,37,0
10302,239943,38,0
10303,14157,1,1
10303,14158,2,1
10303,14159,3,0
10303,10257,4,0
10303,14160,5,0
10303,14161,6,0
10303,14162,7,0
10303,88176,8,0
10303,18103,9,0
10303,34675,10,0
10303,10258,11,0
10303,199426,12,0
10303,107790,13,0
10303,38328,14,0
10303,99277,15,0
10303,186915,16,0
10303,244694,17,0
10304,906,1,1
10304,12742,2,0
10304,14165,3,0
10304,7284,4,0
10304,851,5,0
10304,5984,6,0
10304,12831,7,0
10304,6532,8,0
10304,4705,9,0
10304,13941,10,0
10304,102012,11,0
10304,33391,12,0
10305,1507,1,1
10305,6739,2,0
10305,1385,3,0
10305,149,4,0
10305,1230,5,0
10305,14167,6,0
10306,1822,1,1
10306,2045,2,1
10306,1877,3,1
10306,3874,4,0
10306,2248,5,0
10306,3966,6,0
10306,3982,7,0
10306,4394,8,0
10306,3577,9,0
10307,1822,1,1
10307,1949,2,1
10307,1698,3,1
10307,3982,4,0
10307,3218,5,0
10307,2248,6,0
10307,3966,7,0
10307,3984,8,0
10307,3576,9,0
10307,3409,10,0
10307,3989,11,0
10307,3850,12,0
10307,5801,13,0
10307,3871,14,0
10307,6194,15,0
10307,3854,16,0
10307,2678,17,0
10307,11230,18,0
10307,5802,19,0
10307,2181,20,0
10307,16458,21,0
10308,12927,1,1
10308,14170,2,1
10308,14171,3,0
10308,14172,4,0
10308,14173,5,0
10308,14174,6,0
10308,90209,7,0
10308,90210,8,0
10308,90211,9,0
10309,2016,1,1
10309,2029,2,1
10309,1719,3,1
10309,7209,4,0
10309,38269,5,0
10310,780,1,1
10310,889,2,1
10310,1186,3,0
10310,491,4,0
10310,5775,5,0
10311,687,1,1
10311,1096,2,1
10311,7151,3,1
10311,20200,4,0
10311,4971,5,0
10311,5880,6,0
10311,31737,7,0
10311,15225,8,0
10312,2324,1,1
10312,4670,2,1
10312,6164,3,0
10312,6165,4,0
10312,6166,5,0
10312,1470,6,0
10312,4604,7,0
10312,782,8,0
10312,5959,9,0
10312,6167,10,0
10312,6168,11,0
10312,6169,12,0
10312,6170,13,0
10312,776,14,0
10312,1373,15,0
10313,15,1,1
10313,4184,2,0
10313,4182,3,0
10313,4181,4,0
10313,4183,5,0
10313,4185,6,0
10314,3870,1,1
10314,718,2,1
10314,1247,3,1
10314,16630,4,0
10314,2701,5,0
10315,1633,1,1
10315,698,2,1
10315,14182,3,0
10315,14183,4,0
10315,14184,5,0
10315,10748,6,0
10315,14185,7,0
10315,14186,8,0
10315,14187,9,0
10315,14188,10,0
10315,14189,11,0
10316,473,1,1
10316,1627,2,1
10316,438,3,0
10316,2895,4,0
10316,1267,5,0
10317,1045,1,1
10317,1160,2,1
10317,14190,3,1
10317,14191,4,1
10317,5112,5,1
10317,4982,6,1
10317,22887,7,0
10317,48777,8,0
10317,48776,9,0
10317,94624,10,0
10317,48779,11,0
10317,48780,12,0
10317,43788,13,0
10317,7704,14,0
10318,1025,1,1
10318,153,2,1
10318,14192,3,0
10318,14193,4,0
10318,14194,5,0
10318,7084,6,0
10318,5080,7,0
10318,14195,8,0
10319,682,1,1
10319,23964,2,1
10319,12695,3,0
10319,14198,4,0
10319,19316,5,0
10319,14914,6,0
10319,35495,7,0
10319,2750,8,0
10319,204129,9,0
10319,202155,10,0
10319,21996,11,0
10319,248986,12,0
10319,677,13,0
10319,105671,14,0
10319,45862,15,0
10319,34533,16,0
10319,17460,17,0
10319,18377,18,0
10319,219830,19,0
10319,35059,20,0
10319,198879,21,0
10319,243124,22,0
10319,23919,23,0
10320,2724,1,1
10320,260,2,1
10320,4172,3,0
10320,4374,4,0
10320,14199,5,0
10320,14200,6,0
10320,234,7,0
10320,126208,8,0
10321,226,1,1
10321,14205,2,0
10322,1061,1,1
10322,870,2,1
10322,4930,3,0
10322,5864,4,0
10322,14207,5,0
10322,14208,6,0
10322,5613,7,0
10323,2724,1,1
10323,14209,2,1
10323,14210,3,0
10323,14211,4,0
10323,14212,5,0
10323,14213,6,0
10323,14214,7,0
10323,14215,8,0
10324,1061,1,1
10324,906,2,1
10324,240,3,1
10324,2532,4,1
10324,10768,5,1
10324,2390,6,1
10324,1368,7,1
10324,12831,8,0
10324,6609,9,0
10324,14217,10,0
10324,112735,11,0
10324,28148,12,0
10325,10052,1,1
10325,1491,2,1
10325,4859,3,1
10325,1570,4,0
10325,31636,5,0
10325,29356,6,0
10325,130842,7,0
10325,193999,8,0
10325,271338,9,0
10325,245312,10,0
10325,10747,11,0
10325,192281,12,0
10325,21549,13,0
10326,585,1,1
10326,107,2,1
10326,1633,3,1
10326,14219,4,1
10326,2700,5,1
10326,14220,6,0
10326,14221,7,0
10326,14222,8,0
10326,14223,9,0
10326,14224,10,0
10326,14225,11,0
10326,18140,12,0
10328,6921,1,1
10328,6922,2,1
10328,556,3,1
10328,6923,4,1
10328,835,5,1
10328,514,6,1
10328,489,7,0
10328,14233,8,0
10328,11136,9,0
10328,635,10,0
10328,5381,11,0
10328,784,12,0
10329,1215,1,1
10329,14234,2,1
10329,38007,3,1
10329,60322,4,1
10329,60323,5,1
10329,13021,6,1
10329,38340,7,1
10329,7028,8,1
10329,60324,9,1
10329,37771,10,1
10329,60325,11,1
10329,19308,12,1
10329,47508,13,0
10329,103875,14,0
10329,251690,15,0
10329,280372,16,0
10329,142408,17,0
10329,38005,18,0
10329,179758,19,0
10329,10787,20,0
10329,94949,21,0
10329,577,22,0
10329,142397,23,0
10329,35018,24,0
10329,177926,25,0
10329,94275,26,0
10330,15,1,1
10330,3640,2,0
10330,1096,3,0
10330,2710,4,0
10330,2331,5,0
10331,14237,1,1
10331,2117,2,1
10331,14238,3,1
10331,14239,4,0
10332,2012,1,1
10332,14240,2,1
10332,41383,3,1
10332,41254,4,0
10332,2807,5,0
10332,7277,6,0
10332,41153,7,0
10332,57400,8,0
10332,6154,9,0
10333,784,1,1
10333,1334,2,1
10333,556,3,1
10333,1297,4,1
10333,1422,5,1
10333,11123,6,0
10333,14243,7,0
10333,96,8,0
10333,676,9,0
10333,1295,10,0
10333,14242,11,0
10333,5607,12,0
10333,14244,13,0
10333,10616,14,0
10333,14245,15,0
10333,19879,16,0
10333,27333,17,0
10333,38582,18,0
10333,19205,19,0
10333,30201,20,0
10333,15728,21,0
10333,13724,22,0
10333,14102,23,0
10333,19366,24,0
10333,38583,25,0
10333,38584,26,0
10333,38585,27,0
10333,9719,28,0
10333,32641,29,0
10333,38586,30,0
10333,302,31,0
10333,12857,32,0
10333,14636,33,0
10333,38587,34,0
10333,17129,35,0
10333,14161,36,0
10333,4505,37,0
10333,29223,38,0
10333,1396,39,0
10333,14067,40,0
10333,16028,41,0
10333,9000,42,0
10333,3412,43,0
10333,32032,44,0
10333,32640,45,0
10333,38590,46,0
10333,38591,47,0
10333,17719,48,0
10333,16987,49,0
10333,30645,50,0
10333,491,51,0
10333,38592,52,0
10333,1352,53,0
10333,5750,54,0
10333,38593,55,0
10333,18400,56,0
10333,1344,57,0
10333,29981,58,0
10333,19083,59,0
10333,38594,60,0
10334,1247,1,1
10334,35,2,0
10334,3791,3,0
10334,10630,4,0
10334,803,5,0
10334,10651,6,0
10334,283,7,0
10334,18858,8,0
10334,1187,9,0
10335,290,1,1
10335,5099,2,1
10335,10991,3,0
10335,268538,4,0
10335,14249,5,0
10335,5628,6,0
10335,14250,7,0
10335,46558,8,0
10335,48135,9,0
10335,33340,10,0
10335,43898,11,0
10335,268540,12,0
10335,268541,13,0
10335,268537,14,0
10335,236114,15,0
10335,268539,16,0
10335,268545,17,0
10335,268544,18,0
10335,140202,19,0
10335,129751,20,0
10335,293772,21,0
10335,293773,22,0
10335,194522,23,0
10335,106823,24,0
10335,178843,25,0
10335,293776,26,0
10335,1428,27,0
10335,201432,28,0
10335,187709,29,0
10335,202422,30,0
10335,293777,31,0
10335,236100,32,0
10335,239375,33,0
10335,191041,34,0
10335,292415,35,0
10335,128170,36,0
10335,293778,37,0
10336,669,1,1
10336,24,2,1
10336,50270,3,0
10336,14251,4,0
10336,14252,5,0
10336,14253,6,0
10336,14254,7,0
10337,3372,1,1
10337,14255,2,1
10337,11273,3,1
10337,14256,4,1
10337,14257,5,0
10338,10649,1,1
10338,237,2,1
10338,108,3,1
10338,14259,4,0
10338,760,5,0
10338,14260,6,0
10338,14102,7,0
10338,14261,8,0
10338,15566,9,0
10338,70764,10,0
10339,506,1,1
10339,4183,2,0
10339,5284,3,0
10339,6003,4,0
10340,266915,1,1
10340,266916,2,1
10340,14270,3,0
10340,266911,4,0
10340,14268,5,0
10340,14269,6,0
10341,226,1,1
10341,14031,2,1
10341,14271,3,0
10341,14272,4,0
10341,16203,5,0
10341,82236,6,0
10341,212706,7,0
10341,252995,8,0
10341,24071,9,0
10341,251427,10,0
10341,253344,11,0
10341,16170,12,0
10341,142397,13,0
10341,254183,14,0
10341,132006,15,0
10341,195503,16,0
10342,14273,1,1
10342,9858,2,1
10342,5478,3,1
10342,7365,4,1
10342,14274,5,1
10342,14275,6,0
10342,14276,7,0
10342,14277,8,0
10342,1267,9,0
10342,21357,10,0
10343,914,1,1
10343,811,2,1
10343,721,3,1
10343,490,4,0
10343,14278,5,0
10343,14279,6,0
10343,14280,7,0
10343,14281,8,0
10344,585,1,1
10344,1029,2,1
10344,14282,3,1
10344,14283,4,1
10344,14284,5,0
10344,14285,6,0
10344,14286,7,0
10344,14287,8,0
10344,14288,9,0
10345,556,1,1
10345,5089,2,1
10345,14289,3,0
10345,14290,4,0
10345,14292,5,0
10345,14291,6,0
10345,14293,7,0
10345,110177,8,0
10346,353,1,1
10346,14295,2,1
10346,7245,3,0
10346,14296,4,0
10346,13484,5,0
10346,14297,6,0
10346,11888,7,0
10347,2211,1,1
10347,1297,2,1
10347,491,3,0
10347,1411,4,0
10348,1528,1,1
10348,7051,2,1
10348,13155,3,0
10348,14299,4,0
10348,14300,5,0
10348,16994,6,0
10348,10193,7,0
10348,14302,8,0
10348,242260,9,0
10348,14304,10,0
10348,14305,11,0
10348,242261,12,0
10348,234984,13,0
10348,242262,14,0
10348,23871,15,0
10348,188319,16,0
10348,150345,17,0
10348,55790,18,0
10349,1663,1,1
10349,5381,2,1
10349,1491,3,1
10349,576,4,1
10349,2941,5,0
10349,1343,6,0
10349,14307,7,0
10349,2942,8,0
10349,14308,9,0
10350,620,1,1
10350,14309,2,1
10350,15330,3,0
10350,73071,4,0
10350,24314,5,0
10350,17740,6,0
10351,2466,1,1
10351,2467,2,1
10351,2465,3,1
10351,6731,4,0
10351,6961,5,0
10351,14311,6,0
10351,8690,7,0
10351,14312,8,0
10352,1563,1,1
10352,2466,2,1
10352,4005,3,1
10352,1135,4,1
10352,14314,5,1
10352,20134,6,0
10352,18380,7,0
10352,20224,8,0
10352,225170,9,0
10352,798,10,0
10352,130903,11,0
10352,110062,12,0
10352,17331,13,0
10352,15553,14,0
10352,107932,15,0
10352,19569,16,0
10352,47810,17,0
10353,1190,1,1
10353,14315,2,1
10353,8417,3,1
10353,14316,4,1
10353,14317,5,1
10353,14318,6,0
10353,14319,7,0
10353,14320,8,0
10353,14321,9,0
10353,14322,10,0
10353,10693,11,0
10354,1769,1,1
10354,45771,2,0
10354,56960,3,0
10354,56941,4,0
10355,2537,1,1
10355,187,2,1
10355,14323,3,0
10356,838,1,1
10356,14326,2,1
10356,14327,3,1
10356,14281,4,0
10356,286975,5,0
10356,192790,6,0
10356,24515,7,0
10356,38035,8,0
10356,282260,9,0
10356,195699,10,0
10356,251765,11,0
10356,28077,12,0
10356,237397,13,0
10356,39055,14,0
10356,179131,15,0
10356,251158,16,0
10356,30504,17,0
10357,279,1,1
10357,286,2,1
10357,14329,3,0
10357,14330,4,0
10357,14331,5,0
10357,14332,6,0
10357,14333,7,0
10357,113435,8,0
10358,1640,1,1
10358,357,2,1
10358,4613,3,1
10358,12281,4,0
10358,14334,5,0
10358,2626,6,0
10358,14335,7,0
10358,263,8,0
10358,11564,9,0
10359,1634,1,1
10359,3154,2,1
10359,574,3,1
10359,4587,4,0
10359,4588,5,0
10359,719,6,0
10359,86412,7,0
10359,4589,8,0
10359,611,9,0
10359,4590,10,0
10359,86413,11,0
10359,7588,12,0
10360,1951,1,1
10360,7218,2,1
10360,2518,3,1
10360,40417,4,0
10360,6657,5,0
10360,2635,6,0
10360,53490,7,0
10360,43708,8,0
10360,7947,9,0
10360,54096,10,0
10360,18315,11,0
10360,6154,12,0
10360,39655,13,0
10360,54097,14,0
10360,54098,15,0
10360,18746,16,0
10360,54099,17,0
10360,54100,18,0
10360,67197,19,0
10360,54102,20,0
10360,54103,21,0
10360,54104,22,0
10360,54105,23,0
10360,43452,24,0
10360,12008,25,0
10360,54106,26,0
10360,18555,27,0
10360,39617,28,0
10360,40425,29,0
10360,54107,30,0
10360,39657,31,0
10360,39658,32,0
10360,41027,33,0
10360,51333,34,0
10360,41171,35,0
10360,41169,36,0
10360,54108,37,0
10360,7619,38,0
10360,54110,39,0
10360,46361,40,0
10360,54111,41,0
10360,41198,42,0
10360,7612,43,0
10360,54109,44,0
10360,54093,45,0
10360,54112,46,0
10360,41774,47,0
10360,43524,48,0
10360,40426,49,0
10360,41023,50,0
10360,39507,51,0
10360,54113,52,0
10360,54114,53,0
10360,54115,54,0
10360,317971,55,0
10361,14337,1,1
10361,14336,2,1
10361,14338,3,1
10361,14340,4,0
10361,14341,5,0
10361,14343,6,0
10361,277121,7,0
10361,277122,8,0
10361,14342,9,0
10361,277123,10,0
10361,95080,11,0
10361,32486,12,0
10361,14339,13,0
10361,105193,14,0
10361,30456,15,0
10361,60354,16,0
10361,277124,17,0
10361,277125,18,0
10361,38340,19,0
10361,277126,20,0
10361,277127,21,0
10361,142673,22,0
10361,277128,23,0
10361,206051,24,0
10361,32365,25,0
10361,137232,26,0
10361,191390,27,0
10361,254184,28,0
10361,247019,29,0
10361,98169,30,0
10361,195436,31,0
10361,94219,32,0
10361,19308,33,0
10361,245293,34,0
10361,231507,35,0
10361,1335,36,0
10361,16172,37,0
10361,81895,38,0
10361,153664,39,0
10361,277129,40,0
10361,277130,41,0
10361,455,42,0
10362,3660,1,1
10362,3619,2,1
10362,2609,3,1
10362,1952,4,1
10362,1873,5,1
10362,2248,6,0
10362,3663,7,0
10362,3979,8,0
10362,3608,9,0
10362,2181,10,0
10363,14345,1,1
10363,1000,2,1
10363,227,3,0
10363,14346,4,0
10363,14347,5,0
10363,14348,6,0
10363,14222,7,0
10363,14349,8,0
10364,635,1,1
10364,14352,2,0
10364,14353,3,0
10365,2942,1,1
10365,7090,2,1
10365,632,3,0
10365,10982,4,0
10365,11083,5,0
10365,14359,6,0
10365,14360,7,0
10365,14361,8,0
10365,14362,9,0
10365,212591,10,0
10365,86960,11,0
10365,29165,12,0
10365,27190,13,0
10366,2663,1,1
10366,14366,2,1
10366,14367,3,1
10366,14368,4,0
10366,10930,5,0
10366,273438,6,0
10366,273439,7,0
10366,237689,8,0
10366,273440,9,0
10367,217,1,1
10367,721,2,1
10367,14044,3,0
10367,14279,4,0
10367,14370,5,0
10368,6520,1,1
10368,8733,2,1
10368,868,3,1
10368,28508,4,0
10368,104484,5,0
10368,48283,6,0
10368,116573,7,0
10368,116574,8,0
10368,116575,9,0
10368,191928,10,0
10369,1627,1,1
10369,6913,2,1
10369,2390,3,0
10369,6914,4,0
10369,851,5,0
10369,6915,6,0
10369,1418,7,0
10370,3343,1,1
10370,14373,2,1
10370,14374,3,0
10370,14375,4,0
10370,14376,5,0
10370,14377,6,0
10370,2720,7,0
10370,14378,8,0
10370,139018,9,0
10371,4711,1,1
10371,697,2,1
10371,198,3,1
10371,4965,4,1
10371,39100,5,1
10371,2256,6,1
10371,5013,7,0
10371,1477,8,0
10371,19994,9,0
10371,39101,10,0
10371,34133,11,0
10371,39102,12,0
10371,36015,13,0
10371,274040,14,0
10372,14382,1,1
10372,5256,2,1
10372,14383,3,1
10372,4936,4,0
10372,11122,5,0
10372,14384,6,0
10372,14385,7,0
10372,14386,8,0
10373,655,1,1
10373,457,2,1
10373,14327,3,0
10373,74130,4,0
10373,14629,5,0
10373,15825,6,0
10373,11129,7,0
10373,81143,8,0
10373,164756,9,0
10373,117703,10,0
10373,14392,11,0
10373,38340,12,0
10373,190897,13,0
10373,117709,14,0
10373,179874,15,0
10373,60335,16,0
10373,251707,17,0
10373,105177,18,0
10373,24304,19,0
10373,94949,20,0
10373,127503,21,0
10373,179833,22,0
10373,94393,23,0
10373,179886,24,0
10373,276186,25,0
10373,251692,26,0
10373,101158,27,0
10373,126497,28,0
10373,181281,29,0
10373,58659,30,0
10373,14333,31,0
10373,179843,32,0
10374,824,1,1
10374,632,2,1
10374,14389,3,1
10374,14388,4,1
10374,14347,5,0
10374,14390,6,0
10374,14391,7,0
10374,14392,8,0
10374,14393,9,0
10375,2554,1,1
10375,992,2,1
10375,1352,3,0
10375,9905,4,0
10375,5982,5,0
10375,10998,6,0
10375,14396,7,0
10375,14397,8,0
10375,28707,9,0
10375,10063,10,0
10375,25252,11,0
10375,7091,12,0
10375,232443,13,0
10375,23328,14,0
10375,32653,15,0
10375,30406,16,0
10375,5105,17,0
10375,44989,18,0
10375,6532,19,0
10375,254682,20,0
10375,37784,21,0
10375,117726,22,0
10375,21230,23,0
10375,232442,24,0
10376,10557,1,1
10376,198,2,1
10376,11239,3,1
10376,14398,4,0
10376,14136,5,0
10376,18025,6,0
10376,11087,7,0
10377,4613,1,1
10377,14400,2,1
10377,6530,3,0
10377,4616,4,0
10377,14401,5,0
10377,14404,6,0
10378,171059,1,1
10378,14289,2,1
10378,171060,3,0
10378,14406,4,0
10378,14405,5,0
10378,14407,6,0
10378,245711,7,0
10378,230973,8,0
10379,290,1,1
10379,10996,2,0
10379,10997,3,0
10379,10998,4,0
10379,10999,5,0
10379,11000,6,0
10379,11001,7,0
10379,18848,8,0
10379,18980,9,0
10380,510,1,1
10380,14124,2,1
10380,14424,3,0
10380,14416,4,0
10380,14415,5,0
10380,14414,6,0
10380,14413,7,0
10380,14417,8,0
10381,14425,1,1
10381,623,2,1
10381,14423,3,0
10381,17610,4,0
10381,6366,5,0
10381,11023,6,0
10381,14422,7,0
10381,14421,8,0
10381,14420,9,0
10381,29543,10,0
10382,673,1,1
10382,14433,2,0
10382,4446,3,0
10382,527,4,0
10383,8417,1,1
10383,23650,2,1
10383,24884,3,0
10383,34848,4,0
10383,7564,5,0
10383,14186,6,0
10383,24517,7,0
10384,9301,1,1
10384,1663,2,1
10384,14437,3,0
10384,6018,4,0
10385,1618,1,1
10385,430,2,1
10385,14449,3,0
10385,14448,4,0
10385,5963,5,0
10385,10004,6,0
10385,473,7,0
10385,16603,8,0
10385,37812,9,0
10386,402,1,1
10386,1315,2,1
10386,7054,3,1
10386,345,4,1
10386,2393,5,1
10386,6054,6,1
10386,5630,7,1
10386,5300,8,0
10386,61,9,0
10386,24829,10,0
10386,18237,11,0
10387,5066,1,1
10387,44410,2,0
10388,535,1,1
10388,1454,2,1
10388,2151,3,1
10388,34,4,0
10388,719,5,0
10388,4830,6,0
10388,1172,7,0
10388,1180,8,0
10388,21086,9,0
10388,875,10,0
10388,26600,11,0
10388,12138,12,0
10389,15684,1,1
10389,14453,2,1
10389,14452,3,0
10389,14451,4,0
10389,12256,5,0
10390,6393,1,1
10390,2397,2,1
10390,6012,3,0
10390,14459,4,0
10390,14458,5,0
10390,14457,6,0
10391,6393,1,1
10391,2397,2,1
10391,14457,3,0
10391,14464,4,0
10391,121057,5,0
10391,121056,6,0
10391,14463,7,0
10391,24554,8,0
10391,121055,9,0
10391,121077,10,0
10391,121093,11,0
10391,121094,12,0
10391,121062,13,0
10392,1068,1,1
10392,840,2,1
10392,317,3,1
10392,10908,4,0
10392,14467,5,0
10392,5569,6,0
10393,1949,1,1
10393,11158,2,1
10393,14472,3,0
10393,1417,4,0
10393,14469,5,0
10393,14471,6,0
10393,14470,7,0
10393,1417,8,0
10394,1627,1,1
10394,539,2,1
10394,9500,3,0
10394,9501,4,0
10394,5279,5,0
10394,114,6,0
10394,9499,7,0
10395,693,1,1
10395,2717,2,1
10395,2718,3,1
10395,14473,4,1
10395,14474,5,0
10395,14479,6,0
10395,14478,7,0
10395,14477,8,0
10395,14476,9,0
10395,17982,10,0
10395,20576,11,0
10396,4728,1,1
10396,14481,2,1
10396,7003,3,0
10396,89,4,0
10396,7300,5,0
10396,11080,6,0
10396,14480,7,0
10396,11723,8,0
10396,14482,9,0
10396,12863,10,0
10396,106315,11,0
10396,123122,12,0
10396,260730,13,0
10396,260731,14,0
10396,118336,15,0
10396,18408,16,0
10396,13810,17,0
10396,10102,18,0
10396,236107,19,0
10396,98079,20,0
10396,185933,21,0
10396,186502,22,0
10396,260733,23,0
10396,260734,24,0
10396,260732,25,0
10396,259108,26,0
10396,9717,27,0
10397,1843,1,1
10397,2012,2,0
10397,2022,3,0
10397,5091,4,0
10397,7207,5,0
10398,1117,1,1
10398,3047,2,1
10398,586,3,1
10398,14483,4,0
10398,2771,5,0
10398,14490,6,0
10398,14486,7,0
10398,14485,8,0
10398,14484,9,0
10399,2794,1,1
10399,7784,2,1
10399,14495,3,1
10399,2612,4,1
10399,1038,5,1
10399,2256,6,1
10399,7582,7,1
10399,14494,8,1
10399,14493,9,1
10399,6469,10,0
10399,12041,11,0
10399,14492,12,0
10399,14491,13,0
10399,4709,14,0
10400,14502,1,1
10400,14503,2,1
10400,13751,3,1
10400,14501,4,1
10400,14500,5,1
10400,14499,6,1
10400,14498,7,1
10400,14497,8,1
10400,16000,9,0
10400,179874,10,0
10400,15567,11,0
10400,179750,12,0
10400,179189,13,0
10400,198853,14,0
10400,189326,15,0
10400,58667,16,0
10400,227854,17,0
10400,182132,18,0
10400,38336,19,0
10400,38010,20,0
10400,14504,21,0
10400,177926,22,0
10400,94275,23,0
10400,94973,24,0
10400,245302,25,0
10400,195463,26,0
10400,22020,27,0
10401,380,1,1
10401,4882,2,0
10401,3152,3,0
10401,4667,4,0
10401,1370,5,0
10402,380,1,1
10402,4667,2,0
10402,5796,3,0
10402,1370,4,0
10402,13052,5,0
10402,179,6,0
10402,4716,7,0
10402,341,8,0
10402,7049,9,0
10403,430,1,1
10403,1633,2,1
10403,3780,3,1
10403,1330,4,1
10403,23940,5,0
10403,1144,6,0
10403,38477,7,0
10403,38478,8,0
10403,121973,9,0
10404,1327,1,1
10404,725,2,0
10404,3107,3,0
10405,226,1,1
10405,10929,2,1
10405,14279,3,0
10405,14520,4,0
10405,14522,5,0
10405,8805,6,0
10405,14523,7,0
10405,14521,8,0
10405,7568,9,0
10405,142401,10,0
10405,50800,11,0
10405,165339,12,0
10406,1672,1,1
10406,41111,2,1
10406,5935,3,1
10406,4009,4,1
10406,40417,5,0
10406,39736,6,0
10406,6154,7,0
10406,1970,8,0
10406,53490,9,0
10407,10191,1,1
10407,2612,2,1
10407,5741,3,0
10407,6926,4,0
10407,10692,5,0
10407,12745,6,0
10407,14524,7,0
10407,6002,8,0
10407,14277,9,0
10407,46415,10,0
10408,652,1,1
10408,2552,2,1
10408,1054,3,1
10408,14526,4,0
10408,14527,5,0
10409,1634,1,1
10409,1014,2,0
10409,3070,3,0
10409,4830,4,0
10410,2088,1,1
10410,3193,2,1
10410,308,3,1
10410,14539,4,0
10410,14540,5,0
10411,11339,1,1
10411,1298,2,1
10411,6914,3,1
10411,311,4,1
10411,4606,5,1
10411,14543,6,0
10411,4882,7,0
10411,549,8,0
10411,5741,9,0
10412,1044,1,1
10412,1385,2,1
10412,1096,3,1
10412,7707,4,0
10412,21753,5,0
10412,14546,6,0
10413,8551,1,1
10413,14549,2,1
10413,14550,3,0
10413,14556,4,0
10413,183643,5,0
10413,33357,6,0
10414,514,1,1
10414,14560,2,0
10414,7316,3,0
10414,14561,4,0
10414,14558,5,0
10414,14557,6,0
10415,11226,1,1
10415,11135,2,1
10415,1000,3,1
10415,14566,4,1
10415,14568,5,1
10415,4917,6,1
10415,14571,7,0
10415,14570,8,0
10415,14569,9,0
10415,14567,10,0
10415,14285,11,0
10415,31723,12,0
10415,141950,13,0
10415,106350,14,0
10415,165683,15,0
10415,177242,16,0
10416,780,1,1
10416,6758,2,0
10416,14578,3,0
10416,14580,4,0
10416,2915,5,0
10417,5045,1,1
10417,1875,2,1
10417,4267,3,0
10417,7618,4,0
10417,37282,5,0
10417,40450,6,0
10417,33907,7,0
10417,42463,8,0
10417,42466,9,0
10417,42467,10,0
10417,42468,11,0
10417,42469,12,0
10417,14584,13,0
10417,42470,14,0
10417,7616,15,0
10417,42498,16,0
10417,39658,17,0
10417,266788,18,0
10417,39617,19,0
10417,5664,20,0
10417,42500,21,0
10417,41269,22,0
10417,2966,23,0
10417,42501,24,0
10417,69890,25,0
10417,41083,26,0
10417,6657,27,0
10417,5793,28,0
10417,42473,29,0
10417,7617,30,0
10417,42462,31,0
10417,42472,32,0
10417,40425,33,0
10417,7619,34,0
10417,41198,35,0
10417,41328,36,0
10417,40464,37,0
10417,41023,38,0
10417,41385,39,0
10417,8019,40,0
10417,8372,41,0
10417,39524,42,0
10417,42502,43,0
10417,42503,44,0
10417,41399,45,0
10417,42504,46,0
10417,7612,47,0
10417,2581,48,0
10418,2365,1,1
10418,5045,2,1
10418,52697,3,1
10418,7613,4,1
10418,7614,5,0
10418,40030,6,0
10418,2513,7,0
10419,14586,1,1
10419,6655,2,1
10419,3191,3,0
10419,3638,4,0
10420,7869,1,1
10420,1838,2,0
10420,11662,3,0
10420,7776,4,0
10420,14587,5,0
10420,1735,6,0
10420,42434,7,0
10420,3996,8,0
10420,42850,9,0
10420,57385,10,0
10420,57381,11,0
10420,57389,12,0
10420,57388,13,0
10420,18555,14,0
10420,39612,15,0
10420,2513,16,0
10420,41199,17,0
10420,1807,18,0
10420,420466,19,0
10420,6678,20,0
10421,1678,1,1
10421,14588,2,1
10421,14589,3,0
10421,7209,4,0
10421,7995,5,0
10421,40030,6,0
10421,16609,7,0
10422,7117,1,1
10422,1843,2,1
10422,14591,3,1
10422,1797,4,1
10422,18315,5,0
10422,33907,6,0
10422,41075,7,0
10423,7117,1,1
10423,14591,2,1
10423,41019,3,1
10423,41023,4,0
10423,19005,5,0
10423,39618,6,0
10423,41024,7,0
10423,8019,8,0
10423,39040,9,0
10423,8372,10,0
10423,41025,11,0
10423,41026,12,0
10423,41027,13,0
10423,41028,14,0
10423,41029,15,0
10423,138362,16,0
10423,41031,17,0
10423,41032,18,0
10423,41035,19,0
10424,14592,1,1
10424,14593,2,1
10424,490,3,1
10424,3952,4,1
10424,14594,5,1
10424,128550,6,0
10424,14415,7,0
10424,128551,8,0
10424,15533,9,0
10424,188205,10,0
10424,142391,11,0
10424,17553,12,0
10424,95017,13,0
10424,30918,14,0
